Region,Year,Crop,Area_Harvested (ha),Yield_per_ha (tons),Total_Production (tons),Avg_Rainfall_mm,Avg_Temperature_C,Soil_pH,Fertilizer_Used_kg,Pest_Incidents
West,2021,Corn,243.02,4.55,1105.74,346.7,32.5,7.37,56.6,7
South,2020,Wheat,400.56,5.41,2167.03,221.8,20.4,6.12,92,16
East,2023,Wheat,790.56,3.7,2925.07,287.4,18.8,5.57,95.4,2
South,2022,Rice,309.6,2.97,919.51,128.9,17.7,6.82,91.6,2
North,2022,Corn,530.44,2.79,1479.93,333.1,34.6,6.71,113.8,14
West,2023,Corn,608.86,5.23,3184.34,130.1,20.4,7.32,124.9,14
South,2022,Barley,643.47,4.62,2972.83,358.5,30.1,5.73,163.7,7
North,2021,Barley,942.15,5.53,5210.09,132,24,6.55,90.2,14
East,2020,Soybean,695.34,5.82,4046.88,367.3,19.8,5.8,94.8,7
East,2021,Barley,807.67,2.5,2019.18,209.1,33.3,6.41,139.8,18
East,2023,Soybean,623.69,3.65,2276.47,287.4,24.3,7.1,76.9,3
North,2020,Wheat,850.22,4.16,3536.92,354,26.3,7.21,121,0
West,2023,Rice,337.3,1.82,613.89,103.1,19.4,7.17,87.6,2
South,2023,Corn,288.89,1.27,366.89,179.7,21.5,6.59,79.7,7
East,2023,Wheat,933.69,5.34,4985.9,372.5,30,6.77,169.3,16
North,2021,Wheat,724.13,3.68,2664.8,216.5,21.9,6.6,156.1,16
North,2020,Soybean,704.37,3.85,2711.82,311.9,25.1,6.62,87.5,5
South,2020,Rice,520.57,3.77,1962.55,142,17.3,7.27,112.3,10
East,2020,Soybean,439.03,4.77,2094.17,303.5,32,5.92,73.1,5
North,2021,Wheat,600.12,1.73,1038.21,121.9,29.8,6.38,58,0
South,2022,Corn,208.51,4.07,848.64,315.2,30.2,6.72,137.8,2
West,2021,Barley,509.24,3.35,1705.95,197.1,18.6,7.03,104.5,19
West,2021,Soybean,509.83,5.48,2793.87,239.8,24.9,7.02,81.1,8
West,2023,Wheat,584.5,3.6,2104.2,149.9,15.6,5.73,67.2,14
East,2020,Barley,671.22,5.71,3832.67,288.4,21.3,5.94,152,7
South,2020,Barley,961.59,2.77,2663.6,201.3,22,7.32,90.7,19
South,2022,Wheat,686.95,5.83,4004.92,215,33.3,6.22,186.1,15
North,2022,Rice,895.35,5.38,4816.98,295.7,34.9,5.51,78.9,9
North,2023,Wheat,600.67,3.92,2354.63,153.7,27.4,5.9,86.6,13
North,2020,Corn,664.24,2.77,1839.94,355.6,25.3,7.44,177.8,15
South,2022,Barley,162.85,2.88,469.01,321.8,23.8,6.12,135.9,14
North,2022,Corn,219.94,4.86,1068.91,273.3,15.4,6.73,66.3,8
South,2020,Soybean,621.7,3.9,2424.63,138.5,31,6.95,132.4,9
South,2021,Barley,456.14,3.01,1372.98,306.1,28.4,6.79,96.2,7
West,2022,Rice,818.93,4.18,3423.13,105.4,28,6.26,160.5,11
North,2020,Wheat,588.86,4.67,2749.98,341.3,31.2,6.36,61.7,4
West,2022,Soybean,894.06,1.11,992.41,191.1,33.6,7.18,187.7,13
East,2023,Corn,975.1,1.45,1413.9,135.2,22.8,6.83,121.7,2
East,2022,Soybean,232.87,1.47,342.32,149.3,23.5,5.55,160.1,14
East,2020,Rice,455.34,2.16,983.53,388.9,34.5,5.91,155.7,5
South,2022,Wheat,698.48,3.13,2186.24,332.1,28.3,6.07,76.7,18
South,2023,Soybean,374.94,5.02,1882.2,171.4,32,6.23,182,17
South,2023,Corn,340.33,2.76,939.31,389,19.4,6.65,84.9,6
North,2022,Soybean,832.36,1.09,907.27,142,21.3,6.23,78.6,2
West,2022,Wheat,982.34,3.42,3359.6,320.1,22.8,7.15,128.1,4
South,2023,Soybean,796.42,5.98,4762.59,297,21.3,6.45,197.7,15
West,2023,Corn,571.31,2.75,1571.1,346.4,32.7,6.5,97,14
West,2021,Wheat,498.26,5.81,2894.89,214.5,25.2,6.35,194.7,19
West,2021,Rice,585.68,1.51,884.38,220.6,34.1,6.12,115.3,8
North,2023,Rice,516.56,1.87,965.97,287.4,21.4,6.95,175.2,2
North,2022,Barley,552.6,4.62,2553.01,219.5,15.7,5.96,129.5,11
East,2020,Soybean,283.11,3.51,993.72,112.4,17.8,6.88,80.8,0
East,2022,Corn,913.37,4.83,4411.58,318.9,19.3,6.56,182,19
West,2022,Soybean,779.08,5.32,4144.71,292.3,27.8,5.7,60.8,5
East,2021,Wheat,712.88,2.26,1611.11,227.1,18.6,5.54,152.4,1
West,2021,Barley,954.93,4.41,4211.24,190.8,22.6,5.84,174.6,12
North,2021,Corn,355.95,4.04,1438.04,196.2,30.9,7.02,174.8,19
North,2023,Soybean,173.04,5.31,918.84,322.3,17.5,6.27,148.3,7
North,2023,Corn,843.52,3.15,2657.09,318.7,16.6,7.11,87.6,17
South,2022,Wheat,998.58,1.26,1258.21,345.7,25.8,6.5,129.8,15
West,2022,Barley,620.59,3.87,2401.68,328.7,29,5.57,144.4,1
North,2020,Corn,152.93,5.79,885.46,327.4,33.2,7.19,183.5,15
West,2022,Wheat,802.42,1.07,858.59,175.5,28.2,7.37,74,2
East,2022,Rice,166.37,2.2,366.01,130.5,33.9,5.65,119.7,15
East,2021,Corn,586.01,2.58,1511.91,328.5,19.9,5.92,100,15
North,2021,Barley,349.78,4.83,1689.44,129.6,21.8,6.93,114.2,8
West,2021,Corn,923.52,2.62,2419.62,394.6,31.8,7.49,77.5,18
North,2021,Corn,506.2,2.2,1113.64,362.5,31.2,7.25,82.6,10
East,2021,Wheat,908.62,4.24,3852.55,260,28.3,5.7,165.5,1
North,2020,Soybean,369.17,1.23,454.08,205.7,25.1,6.71,121.8,15
West,2020,Soybean,448.63,1.85,829.97,258.1,15.4,6.83,127.1,15
East,2020,Corn,952.41,3.04,2895.33,320.3,20.6,6.76,184.6,14
South,2021,Barley,281.18,2.78,781.68,326.9,18.2,6.64,86,19
East,2023,Barley,620.65,2.74,1700.58,122.1,16,6.08,99.4,6
South,2021,Wheat,449.66,1.54,692.48,341.5,30.5,6.84,96.3,11
North,2021,Corn,796.75,2.8,2230.9,292.4,17.6,6.96,148.9,14
North,2020,Corn,216.37,4.99,1079.69,112.2,22.1,6.65,134.4,1
West,2021,Soybean,493.49,3.07,1515.01,193.9,34.5,6.49,120.7,6
South,2020,Wheat,729.04,3.93,2865.13,253.2,23.2,5.94,150.2,19
North,2021,Rice,466.31,1.82,848.68,156.5,17.8,6.59,122.6,11
South,2022,Barley,152.68,1.35,206.12,146.6,28.8,5.76,172.4,19
North,2023,Barley,734.6,5.4,3966.84,104.3,31.2,5.65,111.5,18
East,2023,Corn,552.88,2.66,1470.66,373.5,20.6,7.06,183.6,13
North,2020,Wheat,110.18,2.75,303,116.8,31.2,6.85,67.9,1
West,2022,Rice,651.39,5.39,3510.99,209.8,20.4,6.8,64.1,13
East,2023,Barley,927.89,4.54,4212.62,161.7,28.9,7.36,148.4,19
West,2020,Wheat,199.92,4.78,955.62,322.3,17.5,6.26,108.5,13
East,2021,Rice,631.6,4.41,2785.36,312.2,23.6,6.3,118.4,17
South,2021,Corn,755.8,1.53,1156.37,341.9,25.4,6.33,154.4,2
West,2022,Soybean,163.7,5.79,947.82,285,29.5,6.43,82.2,16
North,2023,Barley,120.35,5.55,667.94,277.5,28,6.53,56.6,15
South,2021,Barley,517.78,2.18,1128.76,222.1,32.1,7.06,115.8,12
North,2020,Rice,812.07,5.02,4076.59,290.9,18.7,5.94,184.2,16
East,2021,Soybean,244.65,3.05,746.18,134.6,28.2,6.37,117.6,5
East,2021,Wheat,852.97,4.42,3770.13,305.4,17.6,6.51,135.8,4
North,2023,Corn,690.92,1.83,1264.38,131.2,24.6,5.84,81.3,16
North,2023,Wheat,398.96,3.69,1472.16,358.5,25.5,6.9,119.6,14
South,2020,Rice,564.24,1.63,919.71,251.7,15.5,5.61,122.1,1
North,2022,Barley,969.02,3.68,3565.99,259.1,16.4,6.67,85.3,6
West,2022,Barley,294.79,2.22,654.43,275.5,31.8,5.9,74.6,3
West,2021,Wheat,549.58,3.26,1791.63,332.8,20.7,5.52,102.5,18
North,2020,Corn,662.04,4.34,2873.25,243.5,21.9,6.13,55.8,12
West,2022,Rice,224.21,5.39,1208.49,228.3,27.8,6.36,75,2
North,2022,Corn,139.17,1.83,254.68,186.5,19.4,7.13,159.7,8
South,2021,Rice,112.11,5.47,613.24,138.4,18.9,6.32,147.4,9
West,2020,Corn,392.22,2.95,1157.05,157.1,23.4,7.33,96.9,17
West,2022,Wheat,166.55,5.22,869.39,100.2,16.2,7.19,132.7,15
North,2023,Soybean,823.39,3.56,2931.27,360.8,33.3,5.89,174.4,3
West,2023,Rice,997.59,5.31,5297.2,329.5,33.8,5.81,175.9,16
East,2021,Wheat,155.17,4.31,668.78,165.6,24,5.99,148.2,15
South,2021,Barley,489.45,3.54,1732.65,100.7,19.2,6.22,68.6,0
South,2021,Barley,123.16,2.56,315.29,247.6,24.4,6.67,74.4,4
West,2021,Corn,220.59,5.84,1288.25,223.8,17,5.75,93.8,1
West,2022,Barley,390.63,5,1953.15,332.8,23,6.56,150.6,7
East,2020,Soybean,454.33,2.91,1322.1,220.9,16.5,6.66,88.7,15
East,2021,Rice,945.8,1.83,1730.81,359.2,29.1,6.82,119.7,5
West,2021,Corn,456.25,4.9,2235.62,128.8,20.5,6.6,173.8,13
West,2022,Rice,546.65,5.95,3252.57,209.8,25.4,7.15,183.8,3
East,2021,Rice,321.03,2.39,767.26,380.2,15.3,6.78,175.8,7
North,2021,Wheat,100.11,5.58,558.61,103.5,25.5,7.35,67.5,19
East,2020,Barley,909.4,1.63,1482.32,217.2,15.1,6.9,186.6,13
North,2023,Rice,173.54,5.76,999.59,177.9,33.5,6.37,152.6,3
South,2021,Soybean,967.82,4.73,4577.79,259.6,25,5.92,142.8,13
South,2022,Soybean,217.76,2.73,594.48,183.6,17,5.52,87.1,7
East,2020,Barley,644.39,2.52,1623.86,361,21.8,5.68,189.2,18
North,2022,Barley,999.47,4.22,4217.76,381.1,15.9,5.88,52.6,4
East,2020,Corn,224.62,3.97,891.74,354.7,25.6,5.93,62.3,11
East,2020,Corn,481.55,5.59,2691.86,219.6,17.4,6.98,73.1,2
North,2021,Corn,802.38,4.83,3875.5,397,24.5,6.27,154.1,16
East,2021,Barley,128.97,3.7,477.19,320.5,21.1,6.15,143.4,18
South,2021,Rice,720.8,5.64,4065.31,206.7,30.2,5.6,191.7,5
West,2023,Wheat,172.34,3.96,682.47,128.1,24.6,6.58,102.3,18
West,2023,Corn,312.87,5.25,1642.57,300.1,32,6.73,102.1,12
East,2022,Wheat,244.07,5.2,1269.16,318.6,33.8,7.26,150.4,8
North,2021,Soybean,916.6,5.6,5132.96,136.7,34.4,6.51,76.1,17
North,2023,Barley,262.41,1.34,351.63,264.9,20.2,5.52,119.6,13
South,2021,Soybean,136.39,3.92,534.65,396.1,30.4,5.63,52.3,7
North,2023,Corn,628.86,3.34,2100.39,197.9,23.8,6.04,138.8,10
North,2023,Rice,411.56,3.45,1419.88,190.6,23.5,5.78,167.6,17
South,2020,Corn,465.14,3.3,1534.96,371,32.4,7.04,80.6,17
East,2021,Wheat,207.16,5.19,1075.16,135.2,17.9,5.72,96.1,14
West,2021,Corn,773.41,2.59,2003.13,380.1,24.6,5.82,69.8,5
South,2023,Rice,641.4,3.31,2123.03,333.8,26.9,6.83,142.4,16
East,2021,Rice,427.8,2,855.6,217.3,16.3,5.98,134.6,7
South,2023,Barley,254.42,2.26,574.99,125.1,32.3,7.44,174,19
East,2021,Barley,634.11,4.3,2726.67,105.8,21.3,7.23,195.6,15
South,2020,Rice,800.74,1.58,1265.17,212.7,28.1,6.99,197.5,1
East,2021,Rice,381.16,1.94,739.45,311.6,33.6,6.19,66.1,0
South,2020,Wheat,123.27,3.64,448.7,246.3,29.4,5.61,133,12
East,2022,Corn,292.91,1.22,357.35,321.6,32.7,6.17,168.4,6
South,2021,Barley,714.16,1.63,1164.08,301.2,16.4,6.25,148.8,18
West,2021,Wheat,990.19,5.32,5267.81,271.9,24.9,5.75,184.5,2
West,2021,Corn,112.04,5.23,585.97,390.2,26.3,5.74,116.3,11
North,2020,Barley,375.54,2.74,1028.98,318.5,28.8,6.84,114.1,11
East,2021,Wheat,155.82,2.74,426.95,374.4,17.3,5.96,53.9,16
South,2021,Soybean,384.71,5.68,2185.15,172.6,28.1,6.86,52.3,16
East,2023,Soybean,465.32,1.13,525.81,314.1,17.9,6.6,153.9,17
West,2022,Barley,928.78,3.9,3622.24,279.3,16.4,7.3,120.7,2
East,2020,Wheat,172.5,3.99,688.28,377.3,24.4,7.09,149,19
South,2023,Corn,799.42,4.94,3949.13,253.1,27,5.8,85.7,14
East,2020,Corn,455.98,5.76,2626.44,183.9,34.2,6.72,179.5,1
South,2023,Wheat,830.14,2.78,2307.79,215.5,29,6.81,185.4,6
West,2022,Soybean,562.06,3.19,1792.97,165.6,26.8,7.22,149.3,12
West,2023,Wheat,135.35,4.36,590.13,166,19.3,6.78,91.7,12
West,2020,Soybean,951.59,5.84,5557.29,241.1,18,5.78,82.4,18
North,2021,Soybean,174.46,5.45,950.81,367.8,27.1,6.02,143.8,5
West,2021,Corn,637.92,4.34,2768.57,157.6,19.5,6.78,191.1,9
East,2022,Barley,889.9,5.28,4698.67,186.4,29.1,7.32,136.7,7
North,2020,Rice,171.79,1.43,245.66,355.9,17.3,7.28,175.9,9
West,2020,Wheat,598.5,2.89,1729.66,201.8,21.8,6.22,134.8,5
East,2020,Soybean,841.86,1.07,900.79,388.7,30.5,7.16,151.2,11
East,2022,Wheat,987.69,1.89,1866.73,180.7,31.6,6.52,135.2,0
East,2021,Barley,751.89,4.15,3120.34,232.6,21.9,6.43,136.3,1
South,2023,Barley,350.5,5.43,1903.22,128.7,19.1,6.2,160.9,10
North,2022,Rice,729.61,4.16,3035.18,397.7,34.2,6.86,109.4,2
East,2023,Rice,735.19,4.32,3176.02,367,30.2,6.7,185.6,0
South,2021,Soybean,729.97,1.52,1109.55,345.3,31.1,6.25,179.5,3
West,2022,Rice,868.83,4.32,3753.35,147.2,19.5,7.03,158.8,2
East,2021,Soybean,178.64,3.27,584.15,390.8,23.5,6.26,161.5,16
South,2023,Corn,197.58,4.26,841.69,378.7,16.4,6.67,112,19
East,2020,Soybean,676.56,2.63,1779.35,230.7,17.2,6.28,174.9,6
North,2020,Rice,958.49,3.91,3747.7,304.5,19.4,5.73,189.9,11
North,2023,Wheat,519.25,3.12,1620.06,397.7,21.1,5.82,169.3,18
West,2020,Rice,964.51,3.79,3655.49,222.9,34.9,6.81,70,5
East,2023,Barley,944.28,1.74,1643.05,133.9,23.4,7.12,168,6
South,2022,Rice,912.62,2.98,2719.61,360.3,29,6.44,119.7,4
West,2022,Corn,918.87,2.87,2637.16,242.9,33.1,6.15,141.3,3
East,2022,Soybean,908.49,4.68,4251.73,396.1,19.9,6.17,198.7,10
West,2020,Barley,837.9,4.53,3795.69,265.3,17.9,6.7,103.9,9
South,2021,Soybean,725.48,5.54,4019.16,108.8,19.9,6.44,102.3,2
West,2020,Soybean,121.97,4.16,507.4,247.5,32.6,5.5,89.5,17
West,2020,Rice,219.03,2.57,562.91,315.4,28.3,7.04,69.1,14
West,2021,Wheat,220.81,4.92,1086.39,107.8,24,5.78,75.2,11
East,2021,Barley,121.19,3.48,421.74,224,31.4,6.85,127.1,15
South,2021,Corn,205.03,1.97,403.91,146.7,19.7,6.19,186.5,4
North,2021,Corn,927.77,4.74,4397.63,292.9,19.8,6.66,171.5,9
East,2020,Wheat,697.42,1.66,1157.72,387.2,26.3,7.21,77.4,10
North,2023,Wheat,380.87,1.89,719.84,287.4,30.8,5.81,134.3,0
North,2022,Rice,814.02,4.79,3899.16,308.5,20.2,7.06,177,15
East,2023,Corn,539.53,4.85,2616.72,219,19.2,5.58,130.9,11
East,2020,Barley,227.91,4.95,1128.15,268.9,24.5,7.34,186.7,1
South,2021,Wheat,896.05,2.47,2213.24,263.2,17.7,5.9,186.2,11
South,2022,Wheat,404.8,5.33,2157.58,327.9,30,7.09,102.2,1
West,2022,Wheat,728.97,4.61,3360.55,357.1,26.5,5.63,181.1,10
North,2023,Barley,361.53,5.17,1869.11,298.9,25.3,6.15,137.8,2
South,2020,Corn,550.06,4.54,2497.27,393.9,32.4,6.77,122,4
West,2020,Barley,834.63,3.9,3255.06,348.5,29.7,6.82,166.1,14
South,2020,Barley,241.1,1.55,373.7,137.4,18,6.9,168.4,4
East,2022,Rice,979.53,4.55,4456.86,252.2,23.4,6.2,151.3,18
South,2023,Wheat,163.19,4.45,726.2,371,21.4,6.83,171.6,11
North,2022,Corn,580.61,2.56,1486.36,383.2,31,6.36,192.7,7
South,2022,Rice,924.42,4.68,4326.29,214.1,29.4,6.63,181,2
North,2021,Rice,951.12,3.75,3566.7,317.7,24.4,6.59,61.1,12
East,2023,Soybean,308.9,3.8,1173.82,223.2,31.5,5.84,177.5,10
North,2021,Wheat,229.59,2.84,652.04,137.1,23.2,7.19,167.2,10
South,2020,Corn,751.96,1.58,1188.1,365.4,31.1,7.23,189,6
West,2022,Corn,137.78,2.08,286.58,379.6,15.6,5.91,160.9,5
East,2023,Corn,536.72,4.84,2597.72,251.4,17.7,6.33,181.7,10
South,2020,Wheat,816.72,2.36,1927.46,105.5,30.1,6.43,51.5,8
East,2023,Corn,604.23,1.01,610.27,344.8,17.3,6.6,196.7,14
East,2022,Barley,269.21,5.99,1612.57,243.1,28.7,5.54,78.6,15
South,2023,Barley,538.34,2.05,1103.6,122.5,29.5,7.02,179.6,1
South,2020,Wheat,929.15,4.28,3976.76,156.8,28.2,7.22,189.4,10
West,2021,Corn,655.49,5.63,3690.41,145.6,31.4,5.78,50.3,5
East,2022,Soybean,749.34,4,2997.36,305.9,25.2,7.29,187.1,11
East,2021,Soybean,402.64,5,2013.2,189.8,32.9,7.2,174.4,4
South,2022,Soybean,269.64,5.88,1585.48,138.3,26.4,6.58,188.4,17
North,2020,Barley,330.08,5.3,1749.42,375.3,25.2,6.05,76.5,11
South,2022,Soybean,579.86,3.79,2197.67,387,25.2,5.91,166.6,7
East,2021,Corn,352.2,2.82,993.2,141.6,33.2,6.48,123.1,0
South,2022,Corn,587.77,3.41,2004.3,169.1,19.9,6.51,88.7,2
West,2020,Soybean,737.01,5.21,3839.82,277.6,28.9,6.8,163.4,3
North,2022,Rice,760.96,5.27,4010.26,145.2,19.9,7.1,121,7
South,2021,Soybean,248.22,5.23,1298.19,147.6,16.8,7.37,185,17
West,2020,Rice,775.39,3.99,3093.81,201,34.1,7.09,156.6,7
East,2021,Wheat,705.42,3.38,2384.32,384.8,17.6,7.32,70.9,1
South,2022,Wheat,110.8,2.56,283.65,388.7,28.7,6.5,87.6,11
East,2023,Corn,152.98,1.02,156.04,352.5,23.5,5.58,89.7,18
West,2021,Barley,681.62,4.82,3285.41,308.7,31.7,5.6,101.6,7
East,2022,Corn,445.33,2.38,1059.89,316.2,30.5,6.04,150,8
West,2023,Corn,231.49,2.65,613.45,240.9,17.9,6.73,184.1,19
West,2023,Barley,139.96,5.22,730.59,259,24.4,6.17,139.1,14
West,2020,Corn,243.46,1.26,306.76,290.3,15.6,5.83,162.8,18
South,2023,Barley,961.76,5.64,5424.33,319.4,23.6,7.2,97.5,14
East,2021,Corn,754.81,1.01,762.36,129.1,29,7.47,128.4,18
East,2021,Wheat,574.93,5.7,3277.1,167.5,19.6,5.53,125.6,8
North,2023,Rice,947.39,3.27,3097.97,388.9,31.2,5.68,155.2,19
North,2022,Corn,657.2,1.51,992.37,200.5,16.1,6.5,127.7,17
North,2021,Rice,753.08,4.37,3290.96,180.5,15.7,6.18,100.1,15
North,2021,Soybean,354.39,5.48,1942.06,226.6,15.5,7.06,86.6,12
East,2020,Corn,630.08,3.19,2009.96,187.3,20.6,6.81,88.2,14
West,2022,Wheat,229.13,4.46,1021.92,127.4,24.3,5.64,197.1,19
West,2023,Barley,464.03,5.9,2737.78,162.4,17.1,6.59,103.6,18
South,2022,Wheat,129.92,2.2,285.82,292,34.9,6.17,171,14
West,2020,Rice,294.97,5.1,1504.35,167,35,7.43,60.7,4
East,2020,Barley,167.38,2.48,415.1,294.3,25.4,6.45,63.4,3
East,2022,Wheat,449,3.13,1405.37,130,26.4,7.36,152.9,17
East,2020,Wheat,858.73,2.41,2069.54,112.6,33.5,5.56,118.6,13
South,2020,Wheat,440.14,3.23,1421.65,358.5,30.4,5.71,182.1,9
North,2020,Barley,848.48,1.03,873.93,328,18.4,6.27,179.3,0
West,2022,Wheat,690.85,2.52,1740.94,299.8,30.8,7.27,163.3,16
East,2020,Wheat,558.58,3.23,1804.21,109.3,19.6,6.59,172.3,0
East,2023,Rice,313.2,4.16,1302.91,171.8,23.6,7.15,180.6,18
North,2023,Wheat,929.94,4.19,3896.45,343.7,25.7,6.07,167.5,14
East,2021,Wheat,148.78,3.92,583.22,143.4,29.3,5.72,129,1
West,2023,Soybean,720.02,2.47,1778.45,343.9,18,5.99,89.7,3
South,2021,Barley,659.12,5.74,3783.35,275.3,16.5,6.79,168.1,2
East,2022,Soybean,496.94,2.96,1470.94,322.1,32.3,7.24,97.7,7
West,2020,Rice,316.29,2.08,657.88,293.4,31.5,6.41,86.7,10
East,2023,Soybean,487.63,3.77,1838.37,225.1,25.5,5.89,75.8,5
North,2021,Corn,885.5,4.74,4197.27,187.6,28.2,6.78,144.1,8
East,2022,Barley,853.09,1.06,904.28,301.8,29.4,5.89,86.4,16
East,2021,Wheat,947.24,2.38,2254.43,342.1,24.5,6.64,106.2,14
South,2020,Soybean,377.01,5.12,1930.29,113.4,20.1,5.7,156.4,12
North,2023,Soybean,448.39,3.54,1587.3,214,24.6,7.12,169.1,14
North,2022,Wheat,116.85,3.04,355.22,205.2,34,7.11,97.2,17
South,2021,Wheat,948.65,5.65,5359.87,267.8,31.8,6.58,176.4,16
East,2022,Rice,396.45,1.45,574.85,134.2,24.3,5.58,58.7,8
West,2021,Soybean,463.75,4.08,1892.1,380,19.5,6.06,197.9,1
North,2021,Soybean,917.02,2.71,2485.12,264.6,32.8,5.78,112.5,17
North,2020,Corn,573.94,1.35,774.82,377.1,27.8,6.55,98.7,8
East,2020,Corn,609.56,2.07,1261.79,345.1,23.1,5.7,188.6,18
East,2021,Soybean,258.61,4.14,1070.65,157.5,17.2,7.24,69.9,9
North,2023,Corn,548.79,1.14,625.62,139.7,30,7.2,103.7,13
East,2022,Soybean,926.39,3.96,3668.5,358.4,21.3,5.81,103.8,0
West,2022,Barley,602.85,5.78,3484.47,260.8,27.1,6.89,113.7,17
North,2020,Rice,329.6,4.98,1641.41,105.9,26.4,6.89,177.3,0
West,2023,Corn,128.06,2.73,349.6,380.3,29,6.29,177.4,8
West,2021,Soybean,402.67,1.69,680.51,241.9,25.8,5.81,138.7,19
East,2020,Corn,615.33,3.33,2049.05,190.3,27.6,5.76,198.8,15
West,2021,Rice,138.35,2.96,409.52,255,16.6,6.98,176.6,18
East,2021,Barley,648.81,5.86,3802.03,346.9,28.3,5.94,152.2,2
South,2020,Wheat,571.07,5.95,3397.87,133.1,18.9,6.71,79.9,0
East,2023,Wheat,805.09,3.05,2455.52,207.7,22.8,7.23,132.5,7
West,2022,Corn,126,1.74,219.24,195.7,25.3,6.69,82.1,19
South,2020,Soybean,802.76,5.55,4455.32,351.9,28.7,7.45,95.2,16
East,2023,Rice,568.79,4.97,2826.89,333.5,29.8,6.79,152.9,4
West,2021,Barley,433.48,3.56,1543.19,220,29.1,6.13,77.7,9
North,2020,Barley,968.84,2.83,2741.82,299.3,16.9,7.2,63.6,7
North,2022,Barley,244.11,3.24,790.92,218.3,22.7,6.12,129.7,11
East,2022,Wheat,587.19,5.51,3235.42,271.4,20.6,7.44,50.1,15
East,2021,Rice,388.88,1.92,746.65,397.4,23,6.46,141.3,18
North,2020,Wheat,574.74,5.03,2890.94,260.7,27.9,7.41,185.2,3
West,2022,Corn,597.05,1.09,650.78,396.6,18.9,5.87,78.5,9
West,2020,Barley,180.5,5.6,1010.8,324.2,25,5.52,107.4,3
West,2022,Rice,695.02,3.5,2432.57,136.2,32.7,5.89,187.5,15
East,2021,Barley,671.03,2.13,1429.29,338.8,29.6,5.7,155.6,2
South,2021,Wheat,792.52,1.01,800.45,148.4,29.5,6.97,70.3,18
South,2020,Wheat,181.59,3.8,690.04,259.7,32,6.03,107.3,1
South,2023,Wheat,367.53,2.22,815.92,284,23,6.78,163.4,7
South,2023,Barley,685.1,4.16,2850.02,367.7,30.2,6.84,149.7,10
South,2021,Rice,223.06,2.41,537.57,163.1,16.2,6.88,73.3,6
East,2022,Rice,709.84,1.44,1022.17,362.8,16.1,7.17,59.4,5
East,2023,Corn,153.12,3.53,540.51,380.3,21.6,5.8,152.2,8
South,2021,Barley,401.44,3.82,1533.5,126.8,18.9,5.6,141.4,3
East,2022,Corn,862.04,3.26,2810.25,365.6,25.4,5.56,58.9,13
East,2022,Corn,796.86,3.29,2621.67,177.8,18.7,5.71,196.2,14
South,2023,Corn,680.28,3.95,2687.11,124.3,34.5,6.26,87.9,18
West,2021,Corn,883.41,3.63,3206.78,387.6,32,7.43,107.9,18
East,2022,Wheat,738.34,1.66,1225.64,217.7,34.7,6.21,76.6,15
West,2022,Corn,567.44,1.99,1129.21,286.9,31.2,6.41,174.3,11
East,2020,Rice,981.75,1.71,1678.79,265.9,34,7.13,194.4,9
East,2020,Corn,725.37,4.47,3242.4,164,22.4,7.34,82,5
South,2023,Wheat,641.23,3.64,2334.08,300.9,25,7.44,92.5,17
East,2020,Soybean,467.98,3.15,1474.14,113.8,19.8,7.15,156,18
North,2021,Soybean,912.17,4.99,4551.73,160.9,27.7,6.51,129.2,7
North,2023,Soybean,366.14,2.63,962.95,383.4,30.8,5.96,65.8,14
South,2023,Barley,108.3,3.84,415.87,386.1,25,6.7,189.3,4
West,2020,Rice,277.07,1.37,379.59,244.8,20.9,5.89,141.7,12
West,2022,Wheat,198.57,4.72,937.25,150.7,25.2,5.61,95.2,13
West,2021,Soybean,387.09,4.48,1734.16,226.5,16.3,7.34,123.5,14
North,2021,Wheat,843.29,5.01,4224.88,363.1,29.4,6.47,125,1
West,2021,Wheat,686.38,5.42,3720.18,121.1,24,6.52,128.8,18
West,2023,Barley,252.08,4.79,1207.46,138.4,33,6.72,124.6,1
South,2021,Soybean,809.94,5.22,4227.89,368.7,33.5,6.4,134.3,4
West,2022,Corn,553.8,2.73,1511.87,224.6,17.5,6.39,109,4
North,2022,Wheat,561.44,2.72,1527.12,125,34.9,7.33,71.9,1
North,2020,Soybean,425.9,5.72,2436.15,141.8,34.4,7.13,149.7,16
North,2021,Wheat,878.15,5.57,4891.3,364.7,27.5,5.93,168.9,6
South,2023,Barley,386.49,3.74,1445.47,247,31.5,6.08,176.2,9
South,2020,Barley,184.73,2.83,522.79,148.9,15.4,6.82,53.3,14
East,2022,Corn,372.46,5.33,1985.21,368.2,34.4,6.64,110.7,17
West,2021,Barley,743.82,2.62,1948.81,353.6,24.1,7.03,196.8,7
South,2022,Soybean,691.82,1.77,1224.52,106.9,33.2,6.96,59.4,3
North,2020,Barley,269.22,4.2,1130.72,274.3,22.7,6.92,167.8,10
North,2022,Corn,200.61,1.21,242.74,173.3,30.8,7.26,68.9,6
South,2021,Rice,694.78,2.9,2014.86,259.9,23.4,7.03,173.7,15
South,2021,Wheat,708.74,5.04,3572.05,183.8,22.3,5.99,150.8,2
South,2020,Wheat,429.53,2.48,1065.23,194.8,33.9,7.25,158.8,19
East,2021,Soybean,858.52,5.66,4859.22,280.6,29,6.17,196.6,14
North,2022,Corn,980.38,5.78,5666.6,261.7,31.8,7.32,190.9,8
East,2022,Corn,285.08,5.08,1448.21,218.6,25.9,7.15,95.7,18
